ward,dow,slot,officers_alloc,hours_alloc,benefit
Rotherhithe,4,6,100,200,0.6485270663879521
Rotherhithe,5,6,100,200,0.6209300083768987
Rotherhithe,1,6,100,200,0.6071314190911242
Roundwood,0,6,100,200,0.307407413012552
Roundwood,2,6,100,200,0.24237944441711493
Roundwood,3,6,100,200,0.230555889361238
Roundwood,5,6,100,200,0.23055527514560445
Roxbourne,2,6,100,200,0.23865332496990374
Roxbourne,0,6,100,200,0.2009710208255275
Roxbourne,5,6,100,200,0.17584944101678984
Roxbourne,3,6,100,200,0.125607030768045
Roxeth,2,6,100,200,0.35584609218844565
Roxeth,4,6,100,200,0.32026144774506876
Roxeth,5,6,100,200,0.22062425973354238
Roxeth,0,6,100,200,0.19215658404541786
Royal Albert,4,6,100,200,0.12040257021428782
Royal Albert,2,6,100,200,0.09364625201849885
Royal Albert,3,6,100,200,0.07023535101150699
Royal Albert,6,6,100,200,0.07023530358215144
Royal Hospital,2,6,100,200,0.18155823871489432
Royal Hospital,3,6,100,200,0.17248032751716028
Royal Hospital,4,6,100,200,0.16340292336494364
Royal Hospital,6,6,100,200,0.14070790832052246
Royal Victoria,6,6,100,200,0.35708013570424163
Royal Victoria,4,6,100,200,0.32669100535160006
Royal Victoria,0,6,100,200,0.28110581487578895
Royal Victoria,2,6,100,200,0.20513158673264742
Ruislip,0,6,100,200,0.26523307549186115
Ruislip,2,6,100,200,0.2569450883535204
Ruislip,3,6,100,200,0.24865615752977038
Ruislip,6,6,100,200,0.23207875238279319
Ruislip Manor,2,6,100,200,0.10407732926534018
Ruislip Manor,0,6,100,200,0.10407683980686422
Ruislip Manor,4,6,100,200,0.07805812026883029
Ruislip Manor,3,6,100,200,0.07805776785018198
Rush Green & Crowlands,4,6,100,200,0.52911190665343
Rush Green & Crowlands,3,6,100,200,0.3463281128386146
Rush Green & Crowlands,0,6,100,200,0.29822651789826987
Rush Green & Crowlands,1,6,100,200,0.24050527459166712
Rushey Green,0,6,100,200,0.5463988001264344
Rushey Green,4,6,100,200,0.49006893738168245
Rushey Green,2,6,100,200,0.4844365080824348
Rushey Green,3,6,100,200,0.4562716693313161
Rye Lane,2,6,100,200,1.1133282890276732
Rye Lane,4,6,100,200,0.9966938134253156
Rye Lane,6,6,100,200,0.8482506202890908
Rye Lane,0,6,100,200,0.8482499581219592
Sands End,4,6,100,200,0.20990545746192543
Sands End,3,6,100,200,0.18366713887335723
Sands End,2,6,100,200,0.16398857665276684
Sands End,0,6,100,200,0.15086986198317695
Selhurst,4,6,100,200,0.21202441326348445
Selhurst,2,6,100,200,0.18453980378514992
Selhurst,0,6,100,200,0.17668747417691674
Selhurst,3,6,100,200,0.17276107786889325
Selsdon & Addington Village,0,6,100,200,0.10239329017858555
Selsdon & Addington Village,4,6,100,200,0.09507953440358363
Selsdon & Addington Village,2,6,100,200,0.07679589475407403
Selsdon & Addington Village,6,6,100,200,0.07313805450996821
Seven Kings,4,6,100,200,0.30440598650887907
Seven Kings,5,6,100,200,0.2600127243506721
Seven Kings,3,6,100,200,0.23464595348072587
Seven Kings,0,6,100,200,0.2346456369382197
Seven Sisters,5,6,100,200,0.4590179943140015
Seven Sisters,6,6,100,200,0.4446742729666432
Seven Sisters,3,6,100,200,0.4303290926907852
Seven Sisters,2,6,100,200,0.3729527539633744
Shacklewell,3,6,100,200,0.2917183388507985
Shacklewell,2,6,100,200,0.2849334917518326
Shacklewell,0,6,100,200,0.23066120051593417
Shacklewell,6,6,100,200,0.21709226200037962
Shadwell,0,6,100,200,0.17655445071271195
Shadwell,5,6,100,200,0.16224006098093988
Shadwell,2,6,100,200,0.15746793796895361
Shadwell,4,6,100,200,0.15269652434834022
Shaftesbury & Queenstown,4,6,100,200,0.4900523231065384
Shaftesbury & Queenstown,0,6,100,200,0.46122587613568816
Shaftesbury & Queenstown,5,6,100,200,0.4323990954314025
Shaftesbury & Queenstown,2,6,100,200,0.4035724614190426
Shepherd's Bush Green,0,6,100,200,0.43323043711065146
Shepherd's Bush Green,6,6,100,200,0.37491109924939947
Shepherd's Bush Green,4,6,100,200,0.34991758550598584
Shepherd's Bush Green,5,6,100,200,0.3499167943148957
Shirley North,2,6,100,200,0.24147606042890016
Shirley North,3,6,100,200,0.17137017029016943
Shirley North,0,6,100,200,0.17137004773445497
Shirley North,4,6,100,200,0.16358037737631057
Shirley South,2,6,100,200,0.21464213743158173
Shirley South,6,6,100,200,0.1920485449837629
Shirley South,1,6,100,200,0.1807517556392434
Shirley South,4,6,100,200,0.14686138408084032
Shooters Hill,2,6,100,200,0.18539412814942555
Shooters Hill,4,6,100,200,0.16121272517071342
Shooters Hill,6,6,100,200,0.16121256887780777
Shooters Hill,1,6,100,200,0.1289704622662687
Shortlands & Park Langley,2,6,100,200,0.2700369461295711
Shortlands & Park Langley,4,6,100,200,0.17552479788589484
Shortlands & Park Langley,5,6,100,200,0.14852027129264803
Shortlands & Park Langley,6,6,100,200,0.14176977994107923
Sidcup,4,6,100,200,0.18197961680657013
Sidcup,2,6,100,200,0.1819789846747311
Sidcup,6,6,100,200,0.15849786406151495
Sidcup,3,6,100,200,0.15262747377039323
Slade Green & Northend,4,6,100,200,0.09625878111837026
Slade Green & Northend,2,6,100,200,0.0812183337673237
Slade Green & Northend,0,6,100,200,0.07821043546843527
Slade Green & Northend,3,6,100,200,0.07821014018358227
South Acton,4,6,100,200,0.39566952245025033
South Acton,2,6,100,200,0.3414685328479512
South Acton,6,6,100,200,0.3143675619186342
South Acton,0,6,100,200,0.3089474517513747
South Balham,3,6,100,200,0.14034535835491813
South Balham,0,6,100,200,0.13581885641945762
South Balham,4,6,100,200,0.12223688317593649
South Balham,6,6,100,200,0.11318264315214245
South Beddington & Roundshaw,6,6,100,200,0.2879547122080334
South Beddington & Roundshaw,4,6,100,200,0.2772895732744206
South Beddington & Roundshaw,0,6,100,200,0.23462989175186674
South Beddington & Roundshaw,2,6,100,200,0.1919695283706551
South Bermondsey,0,6,100,200,0.5827732000127814
South Bermondsey,2,6,100,200,0.5744484270929116
South Bermondsey,4,6,100,200,0.5661227994713667
South Bermondsey,5,6,100,200,0.524495738177792
South Croydon,5,6,100,200,0.3429594865800735
South Croydon,6,6,100,200,0.32009507031184725
South Croydon,2,6,100,200,0.29723125314746873
South Croydon,4,6,100,200,0.2819889523872165
South Hampstead,2,6,100,200,0.6214248715582938
South Hampstead,0,6,100,200,0.46606888863539936
South Hampstead,3,6,100,200,0.44535501909999803
South Hampstead,4,6,100,200,0.44535478871526346
South Hornchurch,4,6,100,200,0.1118813285350293
South Hornchurch,6,6,100,200,0.08755956614457608
South Hornchurch,5,6,100,200,0.07783043041645235
South Hornchurch,3,6,100,200,0.07296636940498656
South Norwood,2,6,100,200,0.200816618021351
South Norwood,3,6,100,200,0.16345558772699
South Norwood,0,6,100,200,0.15878512915121185
South Norwood,4,6,100,200,0.15878479890463923
South Richmond,2,6,100,200,0.7571133153053142
South Richmond,0,6,100,200,0.5955956006952485
South Richmond,4,6,100,200,0.5350273868919256
South Richmond,6,6,100,200,0.4542686794464877
South Ruislip,2,6,100,200,0.39021227073841636
South Ruislip,4,6,100,200,0.37286914686048916
South Ruislip,5,6,100,200,0.24279837521903036
South Ruislip,3,6,100,200,0.23412693396810272
South Tottenham,5,6,100,200,0.45727248169543194
South Tottenham,4,6,100,200,0.44847844819706495
South Tottenham,0,6,100,200,0.43089173297063904
South Tottenham,6,6,100,200,0.41330396929749474
South Twickenham,4,6,100,200,0.29372171648788303
South Twickenham,5,6,100,200,0.2598304863416719
South Twickenham,2,6,100,200,0.23723645470035903
South Twickenham,1,6,100,200,0.22593932474224668
South Woodford,3,6,100,200,0.45452011246497775
South Woodford,5,6,100,200,0.426112029258353
South Woodford,2,6,100,200,0.42611177956818863
South Woodford,4,6,100,200,0.36929754469858417
Southall Broadway,4,6,100,200,0.4088827851893909
Southall Broadway,5,6,100,200,0.3995902386413294
Southall Broadway,6,6,100,200,0.38100470153592797
Southall Broadway,2,6,100,200,0.3810044023935638
Southall Green,2,6,100,200,0.5635522950092895
Southall Green,3,6,100,200,0.4603665154876544
Southall Green,0,6,100,200,0.45242955565303083
Southall Green,4,6,100,200,0.4206799882282634
Southbury,4,6,100,200,0.5270165561314607
Southbury,6,6,100,200,0.4848552354173791
Southbury,2,6,100,200,0.4321536919258734
Southbury,0,6,100,200,0.42161373179415934
Southfield,4,6,100,200,0.31698381342175824
Southfield,3,6,100,200,0.26008983690809134
Southfield,6,6,100,200,0.21132291336248368
Southfield,1,6,100,200,0.2113226871519134
Southgate,4,6,100,200,0.22699012518846276
Southgate,6,6,100,200,0.1746084874867216
Southgate,2,6,100,200,0.15714773707410992
Southgate,3,6,100,200,0.13968674378119544
Spitalfields & Banglatown,6,6,100,200,0.8153463411523384
Spitalfields & Banglatown,2,6,100,200,0.797024160860313
Spitalfields & Banglatown,3,6,100,200,0.705412375684176
Spitalfields & Banglatown,4,6,100,200,0.7054116033033069
Springfield,3,6,100,200,0.372119896720604
Springfield,2,6,100,200,0.35833838013734315
Springfield,4,6,100,200,0.3307737697034333
Springfield,6,6,100,200,0.28253611384649885
St Alban's,6,6,100,200,0.12752819328015763
St Alban's,4,6,100,200,0.12752796535777539
St Alban's,3,6,100,200,0.12262399116558102
St Alban's,0,6,100,200,0.09809879049442788
St Andrew's,2,6,100,200,0.10167346270738467
St Andrew's,4,6,100,200,0.09243061821172208
St Andrew's,0,6,100,200,0.08626807948349267
St Andrew's,1,6,100,200,0.06470128519567596
St Dunstan's,4,6,100,200,0.44647632564412787
St Dunstan's,6,6,100,200,0.37950453762654646
St Dunstan's,2,6,100,200,0.33485748475853805
St Dunstan's,0,6,100,200,0.3236955674474385
St Edward's,4,6,100,200,0.07840382464800244
St Edward's,0,6,100,200,0.07639365004003107
St Edward's,6,6,100,200,0.0763931816998465
St Edward's,3,6,100,200,0.056289444761654435
St George's,6,6,100,200,0.11539371259018566
St George's,4,6,100,200,0.09717397774933267
St George's,1,6,100,200,0.09413715670148105
St George's,3,6,100,200,0.08806359436557241
St Giles,4,6,100,200,0.47380311750165655
St Giles,2,6,100,200,0.4393454728376627
St Giles,0,6,100,200,0.3962723140329239
St Giles,6,6,100,200,0.3618136263356826
St Helier,6,6,100,200,0.12292550520732017
St Helier,2,6,100,200,0.11063352837488477
St Helier,4,6,100,200,0.07785279189926715
St Helier,1,6,100,200,0.061462830124276155
St Helier East,5,6,100,200,0.0860310040723178
St Helier East,2,6,100,200,0.07821061042754505
St Helier East,6,6,100,200,0.07820998799351388
St Helier East,0,6,100,200,0.07038953588036839
St Helier West,2,6,100,200,0.2117792748205934
St Helier West,5,6,100,200,0.17078963604826142
St Helier West,0,6,100,200,0.16395885155251386
St Helier West,6,6,100,200,0.13663177296303555
St James,0,6,100,200,0.2116621725040357
St James,6,6,100,200,0.20594195472317373
St James,5,6,100,200,0.16589746179249126
St James,4,6,100,200,0.13729482921538883
St James's,4,6,100,200,0.6344709152189482
St James's,2,6,100,200,0.5050519800443076
St James's,0,6,100,200,0.5050519688176685
St James's,6,6,100,200,0.5050517252172628
St Katharine's & Wapping,0,6,100,200,0.6990905615468141
St Katharine's & Wapping,2,6,100,200,0.6595189861640534
St Katharine's & Wapping,5,6,100,200,0.606757724751203
St Katharine's & Wapping,4,6,100,200,0.4748542193573949
St Margarets & North Twickenham,2,6,100,200,0.24561363042428305
St Margarets & North Twickenham,0,6,100,200,0.22276677772354847
St Margarets & North Twickenham,4,6,100,200,0.13708698002916236
St Margarets & North Twickenham,6,6,100,200,0.12566319321865638
St Mark's & Seething Wells,3,6,100,200,0.09344919565116781
St Mark's & Seething Wells,2,6,100,200,0.0784978812767033
St Mark's & Seething Wells,4,6,100,200,0.07475980022920406
St Mark's & Seething Wells,1,6,100,200,0.06728422727109241
St Martin's,2,6,100,200,0.39164002152084865
St Martin's,0,6,100,200,0.39163970014704674
St Martin's,1,6,100,200,0.35343049201633636
St Martin's,4,6,100,200,0.3343269590798446
St Mary Cray,6,6,100,200,0.31669766804468813
St Mary Cray,2,6,100,200,0.24499237703866633
St Mary Cray,5,6,100,200,0.23304130709500423
St Mary Cray,4,6,100,200,0.20913980889551664
St Mary's,2,6,100,200,0.41013396694395554
St Mary's,4,6,100,200,0.3385226367910689
St Mary's,3,6,100,200,0.27993301169384327
St Mary's,0,6,100,200,0.2799327865439666
St Mary's & St James,5,6,100,200,0.10714573300383287
St Mary's & St James,0,6,100,200,0.09821651528885357
St Mary's & St James,4,6,100,200,0.08928818634512953
St Mary's & St James,3,6,100,200,0.07589467304633116
St Mary's & St James',2,6,100,200,0.605979082671397
St Mary's & St James',5,6,100,200,0.5180142079754614
St Mary's & St James',4,6,100,200,0.47891845479702255
St Mary's & St James',6,6,100,200,0.37140646831766005
St Pancras & Somers Town,4,6,100,200,0.5286920237923283
St Pancras & Somers Town,3,6,100,200,0.4791265627630086
St Pancras & Somers Town,6,6,100,200,0.43782256460365765
St Pancras & Somers Town,5,6,100,200,0.3552146953367301
St Paul's Cray,4,6,100,200,0.3296825881757141
St Paul's Cray,3,6,100,200,0.279392375188694
St Paul's Cray,0,6,100,200,0.27939179908730427
St Paul's Cray,2,6,100,200,0.2738043246133709
St Peter's,0,6,100,200,0.4575191102593127
St Peter's,6,6,100,200,0.45751909536432955
St Peter's,3,6,100,200,0.4308674302056539
St Peter's,2,6,100,200,0.4175419464611949
St Peter's & Canalside,2,6,100,200,0.39518068751757984
St Peter's & Canalside,3,6,100,200,0.2897986750552688
St Peter's & Canalside,6,6,100,200,0.28321255518162947
St Peter's & Canalside,0,6,100,200,0.2766268653434629
St. Helen's,0,6,100,200,0.2666200675652747
St. Helen's,2,6,100,200,0.2064151634638784
St. Helen's,3,6,100,200,0.19781436150467777
St. Helen's,4,6,100,200,0.1548117740095509
Stamford Hill West,6,6,100,200,0.12105977416017659
Stamford Hill West,4,6,100,200,0.09864133474852704
Stamford Hill West,2,6,100,200,0.09415746990996121
Stamford Hill West,0,6,100,200,0.0717392443089312
Stanley,2,6,100,200,0.4159984638346689
Stanley,0,6,100,200,0.3990194493862486
Stanley,4,6,100,200,0.34808050178124444
Stanley,5,6,100,200,0.33959108822394984
Stanmore,2,6,100,200,0.4579635496017778
Stanmore,6,6,100,200,0.44778701367403256
Stanmore,4,6,100,200,0.4070791525821798
Stanmore,0,6,100,200,0.3765482039726108
Stepney Green,4,6,100,200,0.3258060145546062
Stepney Green,2,6,100,200,0.3174517553543382
Stepney Green,5,6,100,200,0.27568168820216754
Stepney Green,6,6,100,200,0.2506196445622607
Stockwell East,4,6,100,200,0.42401964984123097
Stockwell East,2,6,100,200,0.4119043507992938
Stockwell East,6,6,100,200,0.3392159753724475
Stockwell East,0,6,100,200,0.31498613095985956
Stockwell West & Larkhall,2,6,100,200,0.5399923904404846
Stockwell West & Larkhall,4,6,100,200,0.3983555773904666
Stockwell West & Larkhall,3,6,100,200,0.3452412267397792
Stockwell West & Larkhall,5,6,100,200,0.33638857270417627
Stoke Newington,3,6,100,200,0.196275617484797
Stoke Newington,2,6,100,200,0.19627557522897301
Stoke Newington,4,6,100,200,0.1792083701513155
Stoke Newington,0,6,100,200,0.14507281767292857
Stonebridge,4,6,100,200,0.5450770952393702
Stonebridge,0,6,100,200,0.39972333531469795
Stonebridge,2,6,100,200,0.34158188720595334
Stonebridge,1,6,100,200,0.33431445260262166
Stratford,3,6,100,200,0.6999160594157784
Stratford,0,6,100,200,0.5974889093384679
Stratford,5,6,100,200,0.5889539442345583
Stratford,4,6,100,200,0.5548115489011163
Stratford Olympic Park,4,6,100,200,0.5421227775929971
Stratford Olympic Park,2,6,100,200,0.4594260983848067
Stratford Olympic Park,0,6,100,200,0.40429485420937017
Stratford Olympic Park,6,6,100,200,0.36754104389024467
Streatham Common & Vale,2,6,100,200,0.3285396368656041
Streatham Common & Vale,0,6,100,200,0.3011609340843798
Streatham Common & Vale,4,6,100,200,0.23271526193339306
Streatham Common & Vale,6,6,100,200,0.1916483261535448
Streatham Hill East,4,6,100,200,0.18316038753713
Streatham Hill East,6,6,100,200,0.16353671099478453
Streatham Hill East,1,6,100,200,0.14391228123108307
Streatham Hill East,5,6,100,200,0.1439117472740152
Streatham St Leonard's,5,6,100,200,0.5848640632056699
Streatham St Leonard's,2,6,100,200,0.5556208365422763
Streatham St Leonard's,3,6,100,200,0.5263773659737959
Streatham St Leonard's,4,6,100,200,0.46789175794442955
Streatham Wells,4,6,100,200,0.09826962345969512
Streatham Wells,0,6,100,200,0.07861573185537885
Streatham Wells,3,6,100,200,0.07370280077375535
Streatham Wells,2,6,100,200,0.07370273681380769
Stroud Green,3,6,100,200,0.24752701495814355
Stroud Green,1,6,100,200,0.23377511091001266
Stroud Green,2,6,100,200,0.2337749576097488
Stroud Green,6,6,100,200,0.23377490898928982
Sudbury,2,6,100,200,0.1160397497073496
Sudbury,0,6,100,200,0.08288561274519182
Sudbury,4,6,100,200,0.07736029722147796
Sudbury,3,6,100,200,0.06630917534974304
Surbiton Hill,4,6,100,200,0.18862946151464882
Surbiton Hill,6,6,100,200,0.16168262402418568
Surbiton Hill,0,6,100,200,0.14147258172375884
Surbiton Hill,5,6,100,200,0.14147210230511834
Surrey Docks,4,6,100,200,0.09931313505476433
Surrey Docks,2,6,100,200,0.09931308840450657
Surrey Docks,5,6,100,200,0.08689869008049614
Surrey Docks,1,6,100,200,0.08441637299051052
Sutton Central,4,6,100,200,0.30998323135264216
Sutton Central,2,6,100,200,0.27123470326414534
Sutton Central,3,6,100,200,0.24217381332527765
Sutton Central,0,6,100,200,0.23248670146283568
Sutton North,2,6,100,200,0.2081274121305229
Sutton North,6,6,100,200,0.17482703171144368
Sutton North,3,6,100,200,0.14985241297635768
Sutton North,4,6,100,200,0.14152721259847573
Sutton South,2,6,100,200,0.28293316811216734
Sutton South,4,6,100,200,0.26407078148991886
Sutton South,5,6,100,200,0.1980532910646324
Sutton South,1,6,100,200,0.17919141950629147
Sutton West & East Cheam,0,6,100,200,0.09191993998272541
Sutton West & East Cheam,4,6,100,200,0.08511045241808331
Sutton West & East Cheam,2,6,100,200,0.08511040401943862
Sutton West & East Cheam,5,6,100,200,0.07149316036083701
Sydenham,2,6,100,200,0.2627673915482177
Sydenham,0,6,100,200,0.18432951734906766
Sydenham,1,6,100,200,0.18040783655784579
Sydenham,4,6,100,200,0.17648604161162904
Syon & Brentford Lock,2,6,100,200,0.25178283085560177
Syon & Brentford Lock,0,6,100,200,0.25178216506150675
Syon & Brentford Lock,3,6,100,200,0.246187210861711
Syon & Brentford Lock,4,6,100,200,0.23499678004304236
Teddington,2,6,100,200,0.3433939830166446
Teddington,5,6,100,200,0.30047038678920884
Teddington,6,6,100,200,0.21462166992219153
Teddington,4,6,100,200,0.20603691479989997
Telegraph Hill,0,6,100,200,0.2747027220342112
Telegraph Hill,4,6,100,200,0.2427609769202476
Telegraph Hill,2,6,100,200,0.2427607414957476
Telegraph Hill,6,6,100,200,0.22359502456077798
Thamesfield,2,6,100,200,0.4247159120840943
Thamesfield,4,6,100,200,0.40954750588341304
Thamesfield,5,6,100,200,0.34129007109893206
Thamesfield,3,6,100,200,0.3412897866934003
Thamesmead East,2,6,100,200,0.13681741243231588
Thamesmead East,5,6,100,200,0.10181759515387535
Thamesmead East,4,6,100,200,0.09545423189484661
Thamesmead East,0,6,100,200,0.09545382881453986
The Wrythe,3,6,100,200,0.1077429992485084
The Wrythe,2,6,100,200,0.10389481777914523
The Wrythe,6,6,100,200,0.09235075206977857
The Wrythe,4,6,100,200,0.07311135192316837
Thornton Heath,1,6,100,200,0.23289562057110372
Thornton Heath,3,6,100,200,0.22538327668274274
Thornton Heath,5,6,100,200,0.2178704287385023
Thornton Heath,0,6,100,200,0.21787030291355217
Tokyngton,2,6,100,200,0.2534915287881112
Tokyngton,4,6,100,200,0.16532104260525704
Tokyngton,3,6,100,200,0.16532042813788336
Tokyngton,6,6,100,200,0.1542990190343123
Tollington,4,6,100,200,0.8676309307321723
Tollington,2,6,100,200,0.8180519801272872
Tollington,3,6,100,200,0.6941047470819603
Tollington,5,6,100,200,0.6817101505224759
Tolworth,6,6,100,200,0.17235180899283448
Tolworth,5,6,100,200,0.172351711308654
Tolworth,4,6,100,200,0.16414462465696925
Tolworth,2,6,100,200,0.13952279967063072
Tooting Bec,2,6,100,200,0.23596945501950553
Tooting Bec,5,6,100,200,0.23596889534169677
Tooting Bec,4,6,100,200,0.19361582220900617
Tooting Bec,1,6,100,200,0.18756532776397183
Tooting Broadway,6,6,100,200,0.4372365504444862
Tooting Broadway,2,6,100,200,0.40411244609403935
Tooting Broadway,4,6,100,200,0.36436399565992017
Tooting Broadway,3,6,100,200,0.3312400657764854
Tottenham Central,4,6,100,200,0.5974381699548521
Tottenham Central,6,6,100,200,0.5861651143972273
Tottenham Central,1,6,100,200,0.4734419621246818
Tottenham Central,3,6,100,200,0.4734413223922248
Tottenham Hale,6,6,100,200,0.3104476069396628
Tottenham Hale,0,6,100,200,0.31044730766840234
Tottenham Hale,5,6,100,200,0.2887884304320836
Tottenham Hale,4,6,100,200,0.24547057380326343
Totteridge & Woodside,4,6,100,200,0.6171569687918967
Totteridge & Woodside,2,6,100,200,0.6171567965876604
Totteridge & Woodside,5,6,100,200,0.5705795364053552
Totteridge & Woodside,6,6,100,200,0.5472900712027637
Town,2,6,100,200,0.7396984545092733
Town,0,6,100,200,0.6241211181559216
Town,3,6,100,200,0.5547742721724668
Town,4,6,100,200,0.5201013914995788
Trinity,4,6,100,200,0.2725654220492453
Trinity,3,6,100,200,0.2725654082180801
Trinity,0,6,100,200,0.2195670092801201
Trinity,1,6,100,200,0.21199585887480643
Tufnell Park,1,6,100,200,0.3178622345599135
Tufnell Park,2,6,100,200,0.3104699637040316
Tufnell Park,3,6,100,200,0.2882937053369218
Tufnell Park,4,6,100,200,0.2587253489418774
Twickenham Riverside,4,6,100,200,0.3721443870478862
Twickenham Riverside,2,6,100,200,0.26150658049435116
Twickenham Riverside,0,6,100,200,0.2413915209637378
Twickenham Riverside,3,6,100,200,0.2212755472648109
Upminster,0,6,100,200,0.1788050558932702
Upminster,4,6,100,200,0.1517139814809476
Upminster,2,6,100,200,0.1517130258762002
Upminster,6,6,100,200,0.12462181212742734
Upper Edmonton,4,6,100,200,0.9039555130865935
Upper Edmonton,2,6,100,200,0.7623723293784087
Upper Edmonton,0,6,100,200,0.609897783015261
Upper Edmonton,6,6,100,200,0.6098974373760088
Upper Walthamstow,4,6,100,200,0.3208406724342982
Upper Walthamstow,6,6,100,200,0.23100590654551473
Upper Walthamstow,0,6,100,200,0.23100527525029152
Upper Walthamstow,1,6,100,200,0.21817150955122264
Uxbridge,2,6,100,200,0.6668803463914609
Uxbridge,5,6,100,200,0.5811383804012936
Uxbridge,4,6,100,200,0.495397617278799
Uxbridge,0,6,100,200,0.4382356600023372
Valence,6,6,100,200,0.17964369631816882
Valence,2,6,100,200,0.1699325779494668
Valence,3,6,100,200,0.1602226898988466
Valence,4,6,100,200,0.14080180252465213
Valley,4,6,100,200,0.5175004256530483
Valley,6,6,100,200,0.48581714821126315
Valley,0,6,100,200,0.4330107599567277
Valley,2,6,100,200,0.433010495340844
Vauxhall,4,6,100,200,0.3623676426669234
Vauxhall,2,6,100,200,0.2717757183051189
Vauxhall,6,6,100,200,0.26422709384261167
Vauxhall,3,6,100,200,0.2566778401918435
Victoria,3,6,100,200,0.3235766237963153
Victoria,4,6,100,200,0.3181837288098094
Victoria,2,6,100,200,0.2966122200938377
Victoria,0,6,100,200,0.24268260602011932
Village,6,6,100,200,0.46841528266363114
Village,4,6,100,200,0.4288308457359241
Village,2,6,100,200,0.4090390664186888
Village,3,6,100,200,0.3892465602798683
Vincent Square,6,6,100,200,0.10633101244710551
Vincent Square,4,6,100,200,0.08654850345913381
Vincent Square,3,6,100,200,0.08407613306432245
Vincent Square,0,6,100,200,0.07418462039922874
Waddon,4,6,100,200,0.4841417134193431
Waddon,6,6,100,200,0.38262753832162333
Waddon,2,6,100,200,0.36701026026690037
Waddon,0,6,100,200,0.30454085351552507
Walbrook,3,6,100,200,0.10936129537742541
Walbrook,0,6,100,200,0.10118465038285249
Walbrook,2,6,100,200,0.09198674502869762
Walbrook,6,6,100,200,0.08687593045107227
Walham Green,4,6,100,200,0.4116120923118959
Walham Green,0,6,100,200,0.3258601970450636
Walham Green,2,6,100,200,0.3087092610373638
Walham Green,5,6,100,200,0.28298330763671625
Wallington North,6,6,100,200,0.1211428980022714
Wallington North,0,6,100,200,0.11629722888491952
Wallington North,4,6,100,200,0.11145146463952614
Wallington North,2,6,100,200,0.1066060268614189
Wallington South,3,6,100,200,0.4251476288632986
Wallington South,2,6,100,200,0.3811673839343952
Wallington South,4,6,100,200,0.381167150930334
Wallington South,1,6,100,200,0.3811670832298681
Walpole,4,6,100,200,0.40897405633357925
Walpole,0,6,100,200,0.3783014070273071
Walpole,6,6,100,200,0.36807720151825474
Walpole,2,6,100,200,0.31695557759416687
Wandle,0,6,100,200,0.2777607951027424
Wandle,4,6,100,200,0.27776078566816326
Wandle,6,6,100,200,0.25692896383099856
Wandle,5,6,100,200,0.24998501220834737
Wandsworth Common,2,6,100,200,0.12488826497886465
Wandsworth Common,4,6,100,200,0.12488736815930167
Wandsworth Common,3,6,100,200,0.11708194742853749
Wandsworth Common,0,6,100,200,0.0936662657415001
Wandsworth Town,0,6,100,200,0.18458076731239093
Wandsworth Town,4,6,100,200,0.17206665616299402
Wandsworth Town,6,6,100,200,0.1626814821665216
Wandsworth Town,2,6,100,200,0.1626810418957695
Wanstead Park,4,6,100,200,0.11030559907481913
Wanstead Park,2,6,100,200,0.10071402182251611
Wanstead Park,6,6,100,200,0.09591824014445627
Wanstead Park,1,6,100,200,0.0623468405853076
Wanstead Village,2,6,100,200,0.3685721727078162
Wanstead Village,3,6,100,200,0.34600722845848003
Wanstead Village,4,6,100,200,0.3309625206842127
Wanstead Village,6,6,100,200,0.2557438858587998
Waterloo & South Bank,2,6,100,200,0.44945442401520147
Waterloo & South Bank,6,6,100,200,0.4202687843008382
Waterloo & South Bank,4,6,100,200,0.3969211679178904
Waterloo & South Bank,0,6,100,200,0.3852470689623608
Wealdstone North,4,6,100,200,0.22863675477167394
Wealdstone North,0,6,100,200,0.19175998207860134
Wealdstone North,3,6,100,200,0.19175980016248675
Wealdstone North,2,6,100,200,0.16225815222641807
Wealdstone South,6,6,100,200,0.4106012576568387
Wealdstone South,4,6,100,200,0.3464454382632703
Wealdstone South,5,6,100,200,0.34644506846521894
Wealdstone South,0,6,100,200,0.3207824202504404
Weavers,2,6,100,200,0.3334256669799861
Weavers,6,6,100,200,0.2827785673365821
Weavers,4,6,100,200,0.27855807207435856
Weavers,3,6,100,200,0.22369076998106868
Welsh Harp,3,6,100,200,0.5662928050828274
Welsh Harp,4,6,100,200,0.47013041438251324
Welsh Harp,2,6,100,200,0.4487609317631977
Welsh Harp,5,6,100,200,0.4273913975149924
Wembley Central,4,6,100,200,0.43885221670624625
Wembley Central,2,6,100,200,0.37235879229983415
Wembley Central,0,6,100,200,0.29256837937637653
Wembley Central,3,6,100,200,0.26597110971290044
Wembley Hill,4,6,100,200,0.2778954655691362
Wembley Hill,0,6,100,200,0.25184314423697324
Wembley Hill,6,6,100,200,0.2171059070908028
Wembley Hill,3,6,100,200,0.2171058405618247
Wembley Park,1,6,100,200,0.26571571317361753
Wembley Park,5,6,100,200,0.26571540819627465
Wembley Park,4,6,100,200,0.23505578938272126
Wembley Park,2,6,100,200,0.22483614346255748
Wendell Park,4,6,100,200,0.14732160247644843
Wendell Park,3,6,100,200,0.10128390476729816
Wendell Park,6,6,100,200,0.055246073654728195
Wendell Park,0,6,100,200,0.05524607126329721
West Barnes,4,6,100,200,0.12524895931347965
